run_date,match_date,league,home_team,away_team,model,lambda_corners,k_dispersion,p_under_12_5_raw,p_under_12_5_cal,p_under_12_5,fair_odds_under_12_5,offered_odds_under_12_5,implied_probability,edge,odds_source,recommended
2026-03-07,2026-03-07T15:30:00+00:00,P1,alverca,avs,nb,8.17828993816699,49.681286663333466,0.9118074586658014,0.874624119487144,0.874624119487144,1.143348299823212,,,,missing,True
2026-03-07,2026-03-07T14:00:00+00:00,I1,cagliari,como,nb,8.32392382205667,49.13772583401803,0.9031447556554126,0.8717339493878703,0.8717339493878703,1.1471389874194964,,,,missing,True
2026-03-07,2026-03-07T15:30:00+00:00,P1,moreirense,nacional,nb,8.302938354132882,49.681286663333466,0.9045619547696523,0.8685894980100052,0.8685894980100052,1.1512918384243245,,,,missing,True
2026-03-07,2026-03-07T19:45:00+00:00,I1,juventus,pisa,nb,8.638806643303246,49.13772583401803,0.8832005398366187,0.8580133729590819,0.8580133729590819,1.165483000050734,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,P1,sp braga,sp lisbon,nb,8.715952508527325,49.681286663333466,0.8781690617013304,0.8479610611295054,0.8479610611295054,1.1792994346556136,,,,missing,True
2026-03-07,2026-03-07T16:00:00+00:00,F1,nantes,angers,nb,8.75125552649246,80.58494964222638,0.8820252902016711,0.8425316763886569,0.8425316763886569,1.1868989950458593,,,,missing,True
2026-03-07,2026-03-07T18:00:00+00:00,F1,auxerre,strasbourg,nb,9.161866876068771,80.58494964222638,0.8521456418275873,0.8300370484324954,0.8300370484324954,1.2047655003935975,,,,missing,True
2026-03-07,2026-03-07T20:30:00+00:00,P1,estoril,casa pia,nb,9.07315393935495,49.681286663333466,0.8524928874611115,0.8294368268394584,0.8294368268394584,1.205637328415314,,,,missing,True
2026-03-07,2026-03-07T20:05:00+00:00,F1,toulouse,marseille,nb,9.276991553520073,80.58494964222638,0.8431327509907034,0.8265540173528843,0.8265540173528843,1.2098422837536893,,,,missing,True
2026-03-07,2026-03-07T17:00:00+00:00,I1,atalanta,udinese,nb,9.368695933747507,49.13772583401803,0.8292065852903885,0.8249838943832113,0.8249838943832113,1.2121448755646766,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,freiburg,leverkusen,nb,8.738764414797153,44.983123689566725,0.8749734962120711,0.8065488316662771,0.8065488316662771,1.2398505344481938,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,charlton,birmingham,nb,9.76972878774348,193.21843633309723,0.8079589493113358,0.8054425478814187,0.8054425478814187,1.2415534821575196,,,,missing,True
2026-03-07,2026-03-07T17:30:00+00:00,D1,fc koln,dortmund,nb,9.256263851561195,44.983123689566725,0.8367105907141577,0.800406024385008,0.800406024385008,1.249365908719078,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,mainz,stuttgart,nb,9.476933422709635,44.983123689566725,0.8188964498036639,0.7979006011376766,0.7979006011376766,1.2532889417230197,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,swansea,stoke,nb,9.955496457595334,193.21843633309723,0.790994883703653,0.7965861917696613,0.7965861917696613,1.25535693479502,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,wolfsburg,hamburg,nb,9.705946895582915,44.983123689566725,0.7995528578256236,0.7953652440092654,0.7953652440092654,1.2572840057219683,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,rb leipzig,augsburg,nb,9.804032123305772,44.983123689566725,0.7910198609135514,0.7942983524640362,0.7942983524640362,1.2589727737667407,,,,missing,True
2026-03-07,2026-03-07T14:30:00+00:00,D1,heidenheim,hoffenheim,nb,9.864895264610727,44.983123689566725,0.7856543354350491,0.7936418112289569,0.7936418112289569,1.2600142606543079,,,,missing,True
2026-03-07,2026-03-07T13:00:00+00:00,SP1,osasuna,mallorca,nb,9.808851047241216,53.33118436579476,0.793175603062442,0.7935027735336773,0.7935027735336773,1.260235040574258,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,ipswich,leicester,nb,10.20546324864599,193.21843633309723,0.7672133480703764,0.7845706573228871,0.7845706573228871,1.274582461969966,,,,missing,True
2026-03-07,2026-03-07T15:00:00+00:00,E1,bristol city,coventry,nb,10.234147962373115,193.21843633309723,0.7644190000953819,0.7831850799662103,0.7831850799662103,1.2768373984386219,,,,missing,True
