source,league,match_date,home_team,away_team,home_goals,away_goals,odds_1x,odds_x2,season_code
transfermarkt,E1,2021-08-06,bournemouth,west brom,2,2,,,2021/22
transfermarkt,F1,2021-08-06,monaco,fc nantes,1,1,,,2021/22
transfermarkt,P1,2021-08-06,sporting,vizela,3,0,,,2021/22
transfermarkt,E1,2021-08-07,blackburn,swansea,2,1,,,2021/22
transfermarkt,E1,2021-08-07,bristol city,blackpool,1,1,,,2021/22
transfermarkt,E1,2021-08-07,cardiff,barnsley,1,1,,,2021/22
transfermarkt,E1,2021-08-07,derby,huddersfield,1,1,,,2021/22
transfermarkt,E1,2021-08-07,luton,peterborough,3,0,,,2021/22
transfermarkt,E1,2021-08-07,preston,hull city,1,4,,,2021/22
transfermarkt,E1,2021-08-07,qpr,millwall,1,1,,,2021/22
transfermarkt,E1,2021-08-07,sheff utd,birmingham,0,1,,,2021/22
transfermarkt,E1,2021-08-07,stoke city,reading,3,2,,,2021/22
transfermarkt,F1,2021-08-07,lyon,stade brestois,1,1,,,2021/22
transfermarkt,F1,2021-08-07,troyes,psg,1,2,,,2021/22
transfermarkt,P1,2021-08-07,arouca,estoril,0,2,,,2021/22
transfermarkt,P1,2021-08-07,marítimo,braga,0,2,,,2021/22
transfermarkt,P1,2021-08-07,moreirense,benfica,1,2,,,2021/22
transfermarkt,E1,2021-08-08,coventry,nott'm forest,2,1,,,2021/22
transfermarkt,E1,2021-08-08,fulham,middlesbrough,1,1,,,2021/22
transfermarkt,F1,2021-08-08,fc metz,lille,3,3,,,2021/22
transfermarkt,F1,2021-08-08,g. bordeaux,clermont foot,0,2,,,2021/22
transfermarkt,F1,2021-08-08,montpellier,marseille,2,3,,,2021/22
transfermarkt,F1,2021-08-08,nice,stade reims,0,0,,,2021/22
transfermarkt,F1,2021-08-08,r. strasbourg,angers sco,0,2,,,2021/22
transfermarkt,F1,2021-08-08,saint-étienne,fc lorient,1,1,,,2021/22
transfermarkt,F1,2021-08-08,stade rennais,lens,1,1,,,2021/22
transfermarkt,P1,2021-08-08,paços ferreira,famalicão,2,0,,,2021/22
transfermarkt,P1,2021-08-08,porto,b sad,2,0,,,2021/22
transfermarkt,P1,2021-08-08,tondela,santa clara,3,0,,,2021/22
transfermarkt,P1,2021-08-08,vit. guimarães,portimonense,0,1,,,2021/22
transfermarkt,P1,2021-08-09,gil vicente,boavista,3,0,,,2021/22
transfermarkt,D1,2021-08-13,mönchengladbach,bayern munich,1,1,,,2021/22
transfermarkt,E0,2021-08-13,brentford,arsenal,2,0,,,2021/22
transfermarkt,F1,2021-08-13,fc lorient,monaco,1,0,,,2021/22
transfermarkt,N1,2021-08-13,go ahead eagles,heerenveen,0,1,,,2021/22
transfermarkt,P1,2021-08-13,estoril,vit. guimarães,0,0,,,2021/22
transfermarkt,SP1,2021-08-13,valencia,getafe,1,0,,,2021/22
transfermarkt,D1,2021-08-14,arm. bielefeld,freiburg,0,0,,,2021/22
transfermarkt,D1,2021-08-14,augsburg,hoffenheim,0,4,,,2021/22
transfermarkt,D1,2021-08-14,dortmund,frankfurt,5,2,,,2021/22
transfermarkt,D1,2021-08-14,stuttgart,greuther fürth,5,1,,,2021/22
transfermarkt,D1,2021-08-14,union berlin,leverkusen,1,1,,,2021/22
transfermarkt,D1,2021-08-14,wolfsburg,vfl bochum,1,0,,,2021/22
transfermarkt,E0,2021-08-14,burnley,brighton,1,2,,,2021/22
transfermarkt,E0,2021-08-14,chelsea,crystal palace,3,0,,,2021/22
transfermarkt,E0,2021-08-14,everton,southampton,3,1,,,2021/22
transfermarkt,E0,2021-08-14,leicester,wolves,1,0,,,2021/22
transfermarkt,E0,2021-08-14,man utd,leeds,5,1,,,2021/22
transfermarkt,E0,2021-08-14,norwich,liverpool,0,3,,,2021/22
transfermarkt,E0,2021-08-14,watford,aston villa,3,2,,,2021/22
transfermarkt,E1,2021-08-14,barnsley,coventry,1,0,,,2021/22
transfermarkt,E1,2021-08-14,birmingham,stoke city,0,0,,,2021/22
transfermarkt,E1,2021-08-14,blackpool,cardiff,0,2,,,2021/22
transfermarkt,E1,2021-08-14,huddersfield,fulham,1,5,,,2021/22
transfermarkt,E1,2021-08-14,hull city,qpr,0,3,,,2021/22
transfermarkt,E1,2021-08-14,middlesbrough,bristol city,2,1,,,2021/22
transfermarkt,E1,2021-08-14,millwall,blackburn,1,1,,,2021/22
transfermarkt,E1,2021-08-14,nott'm forest,bournemouth,1,2,,,2021/22
transfermarkt,E1,2021-08-14,peterborough,derby,2,1,,,2021/22
transfermarkt,E1,2021-08-14,reading,preston,2,1,,,2021/22
transfermarkt,E1,2021-08-14,swansea,sheff utd,0,0,,,2021/22
transfermarkt,E1,2021-08-14,west brom,luton,3,2,,,2021/22
transfermarkt,F1,2021-08-14,lille,nice,0,4,,,2021/22
transfermarkt,F1,2021-08-14,psg,r. strasbourg,4,2,,,2021/22
transfermarkt,N1,2021-08-14,ajax,nec nijmegen,5,0,,,2021/22
transfermarkt,N1,2021-08-14,fortuna sittard,fc twente,2,1,,,2021/22
transfermarkt,N1,2021-08-14,heracles almelo,psv,0,2,,,2021/22
transfermarkt,N1,2021-08-14,rkc waalwijk,az alkmaar,1,0,,,2021/22
transfermarkt,P1,2021-08-14,benfica,arouca,2,0,,,2021/22
transfermarkt,P1,2021-08-14,braga,sporting,1,2,,,2021/22
transfermarkt,P1,2021-08-14,vizela,tondela,2,1,,,2021/22
transfermarkt,SP1,2021-08-14,alavés,real madrid,1,4,,,2021/22
transfermarkt,SP1,2021-08-14,ca osasuna,espanyol,0,0,,,2021/22
transfermarkt,SP1,2021-08-14,cádiz cf,levante,1,1,,,2021/22
transfermarkt,SP1,2021-08-14,rcd mallorca,real betis,1,1,,,2021/22
transfermarkt,D1,2021-08-15,1.fc köln,hertha bsc,3,1,,,2021/22
transfermarkt,D1,2021-08-15,mainz,leipzig,1,0,,,2021/22
transfermarkt,E0,2021-08-15,newcastle,west ham,2,4,,,2021/22
transfermarkt,E0,2021-08-15,tottenham,man city,1,0,,,2021/22
transfermarkt,F1,2021-08-15,angers sco,lyon,3,0,,,2021/22
transfermarkt,F1,2021-08-15,clermont foot,troyes,2,0,,,2021/22
transfermarkt,F1,2021-08-15,fc nantes,fc metz,2,0,,,2021/22
transfermarkt,F1,2021-08-15,lens,saint-étienne,2,2,,,2021/22
transfermarkt,F1,2021-08-15,marseille,g. bordeaux,2,2,,,2021/22
transfermarkt,F1,2021-08-15,stade brestois,stade rennais,1,1,,,2021/22
transfermarkt,F1,2021-08-15,stade reims,montpellier,3,3,,,2021/22
transfermarkt,N1,2021-08-15,pec zwolle,vitesse,0,1,,,2021/22
transfermarkt,N1,2021-08-15,sc cambuur,fc groningen,1,2,,,2021/22
transfermarkt,N1,2021-08-15,utrecht,sparta r.,4,0,,,2021/22
transfermarkt,N1,2021-08-15,willem ii,feyenoord,0,4,,,2021/22
transfermarkt,P1,2021-08-15,famalicão,porto,1,2,,,2021/22
transfermarkt,P1,2021-08-15,portimonense,gil vicente,0,1,,,2021/22
transfermarkt,P1,2021-08-15,santa clara,moreirense,2,2,,,2021/22
transfermarkt,SP1,2021-08-15,barcelona,real sociedad,4,2,,,2021/22
transfermarkt,SP1,2021-08-15,celta de vigo,atlético,1,2,,,2021/22
transfermarkt,SP1,2021-08-15,sevilla fc,rayo vallecano,3,0,,,2021/22
transfermarkt,P1,2021-08-16,b sad,marítimo,1,2,,,2021/22
transfermarkt,P1,2021-08-16,boavista,paços ferreira,3,0,,,2021/22
transfermarkt,SP1,2021-08-16,elche cf,athletic club,0,0,,,2021/22
transfermarkt,SP1,2021-08-16,villarreal,granada cf,0,0,,,2021/22
transfermarkt,E1,2021-08-17,barnsley,luton,0,1,,,2021/22
transfermarkt,E1,2021-08-17,blackpool,coventry,0,1,,,2021/22
transfermarkt,E1,2021-08-17,huddersfield,preston,1,0,,,2021/22
transfermarkt,E1,2021-08-17,millwall,fulham,1,2,,,2021/22
transfermarkt,E1,2021-08-17,peterborough,cardiff,2,2,,,2021/22
transfermarkt,E1,2021-08-17,reading,bristol city,2,3,,,2021/22
transfermarkt,E1,2021-08-17,swansea,stoke city,1,3,,,2021/22
transfermarkt,E1,2021-08-18,birmingham,bournemouth,0,2,,,2021/22
transfermarkt,E1,2021-08-18,hull city,derby,0,1,,,2021/22
transfermarkt,E1,2021-08-18,middlesbrough,qpr,2,3,,,2021/22
transfermarkt,E1,2021-08-18,nott'm forest,blackburn,1,2,,,2021/22
transfermarkt,E1,2021-08-18,west brom,sheff utd,4,0,,,2021/22
transfermarkt,D1,2021-08-20,leipzig,stuttgart,4,0,,,2021/22
transfermarkt,E1,2021-08-20,bristol city,swansea,0,1,,,2021/22
transfermarkt,F1,2021-08-20,stade brestois,psg,2,4,,,2021/22
transfermarkt,N1,2021-08-20,nec nijmegen,pec zwolle,2,0,,,2021/22
transfermarkt,P1,2021-08-20,arouca,famalicão,2,1,,,2021/22
transfermarkt,P1,2021-08-20,moreirense,braga,2,3,,,2021/22
transfermarkt,SP1,2021-08-20,real betis,cádiz cf,1,1,,,2021/22
transfermarkt,D1,2021-08-21,frankfurt,augsburg,0,0,,,2021/22
transfermarkt,D1,2021-08-21,freiburg,dortmund,2,1,,,2021/22
transfermarkt,D1,2021-08-21,greuther fürth,arm. bielefeld,1,1,,,2021/22
transfermarkt,D1,2021-08-21,hertha bsc,wolfsburg,1,2,,,2021/22
transfermarkt,D1,2021-08-21,leverkusen,mönchengladbach,4,0,,,2021/22
transfermarkt,D1,2021-08-21,vfl bochum,mainz,2,0,,,2021/22
transfermarkt,E0,2021-08-21,aston villa,newcastle,2,0,,,2021/22
transfermarkt,E0,2021-08-21,brighton,watford,2,0,,,2021/22
transfermarkt,E0,2021-08-21,crystal palace,brentford,0,0,,,2021/22
transfermarkt,E0,2021-08-21,leeds,everton,2,2,,,2021/22
transfermarkt,E0,2021-08-21,liverpool,burnley,2,0,,,2021/22
transfermarkt,E0,2021-08-21,man city,norwich,5,0,,,2021/22
transfermarkt,E1,2021-08-21,blackburn,west brom,1,2,,,2021/22
transfermarkt,E1,2021-08-21,bournemouth,blackpool,2,2,,,2021/22
transfermarkt,E1,2021-08-21,cardiff,millwall,3,1,,,2021/22
transfermarkt,E1,2021-08-21,coventry,reading,2,1,,,2021/22
transfermarkt,E1,2021-08-21,derby,middlesbrough,0,0,,,2021/22
transfermarkt,E1,2021-08-21,fulham,hull city,2,0,,,2021/22
transfermarkt,E1,2021-08-21,luton,birmingham,0,5,,,2021/22
transfermarkt,E1,2021-08-21,preston,peterborough,1,0,,,2021/22
transfermarkt,E1,2021-08-21,qpr,barnsley,2,2,,,2021/22
transfermarkt,E1,2021-08-21,sheff utd,huddersfield,1,2,,,2021/22
transfermarkt,E1,2021-08-21,stoke city,nott'm forest,1,0,,,2021/22
transfermarkt,F1,2021-08-21,monaco,lens,0,2,,,2021/22
transfermarkt,F1,2021-08-21,saint-étienne,lille,1,1,,,2021/22
transfermarkt,I1,2021-08-21,fc empoli,lazio,1,3,,,2021/22
transfermarkt,I1,2021-08-21,hellas verona,sassuolo,2,3,,,2021/22
transfermarkt,I1,2021-08-21,inter,genoa,4,0,,,2021/22
transfermarkt,I1,2021-08-21,torino,atalanta,1,2,,,2021/22
transfermarkt,N1,2021-08-21,fc groningen,utrecht,0,0,,,2021/22
transfermarkt,N1,2021-08-21,heerenveen,rkc waalwijk,3,2,,,2021/22
transfermarkt,N1,2021-08-21,psv,sc cambuur,4,1,,,2021/22
transfermarkt,N1,2021-08-21,sparta r.,heracles almelo,1,1,,,2021/22
transfermarkt,P1,2021-08-21,gil vicente,benfica,0,2,,,2021/22
transfermarkt,P1,2021-08-21,sporting,b sad,2,0,,,2021/22
transfermarkt,SP1,2021-08-21,alavés,rcd mallorca,0,1,,,2021/22
transfermarkt,SP1,2021-08-21,athletic club,barcelona,1,1,,,2021/22
transfermarkt,SP1,2021-08-21,espanyol,villarreal,0,0,,,2021/22
transfermarkt,SP1,2021-08-21,granada cf,valencia,1,1,,,2021/22
transfermarkt,D1,2021-08-22,bayern munich,1.fc köln,3,2,,,2021/22
transfermarkt,D1,2021-08-22,hoffenheim,union berlin,2,2,,,2021/22
transfermarkt,E0,2021-08-22,arsenal,chelsea,0,2,,,2021/22
transfermarkt,E0,2021-08-22,southampton,man utd,1,1,,,2021/22
transfermarkt,E0,2021-08-22,wolves,tottenham,0,1,,,2021/22
transfermarkt,F1,2021-08-22,fc metz,stade reims,1,1,,,2021/22
transfermarkt,F1,2021-08-22,g. bordeaux,angers sco,1,1,,,2021/22
transfermarkt,F1,2021-08-22,lyon,clermont foot,3,3,,,2021/22
transfermarkt,F1,2021-08-22,montpellier,fc lorient,3,1,,,2021/22
transfermarkt,F1,2021-08-22,r. strasbourg,troyes,1,1,,,2021/22
transfermarkt,F1,2021-08-22,stade rennais,fc nantes,1,0,,,2021/22
transfermarkt,I1,2021-08-22,bologna,salernitana,3,2,,,2021/22
transfermarkt,I1,2021-08-22,napoli,venezia,2,0,,,2021/22
transfermarkt,I1,2021-08-22,roma,fiorentina,3,1,,,2021/22
transfermarkt,I1,2021-08-22,udinese,juventus,2,2,,,2021/22
transfermarkt,N1,2021-08-22,fc twente,ajax,1,1,,,2021/22
transfermarkt,N1,2021-08-22,feyenoord,go ahead eagles,2,0,,,2021/22
transfermarkt,N1,2021-08-22,vitesse,willem ii,0,3,,,2021/22
transfermarkt,P1,2021-08-22,marítimo,porto,1,1,,,2021/22
transfermarkt,P1,2021-08-22,tondela,portimonense,0,3,,,2021/22
transfermarkt,P1,2021-08-22,vit. guimarães,vizela,4,0,,,2021/22
transfermarkt,SP1,2021-08-22,atlético,elche cf,1,0,,,2021/22
transfermarkt,SP1,2021-08-22,levante,real madrid,3,3,,,2021/22
transfermarkt,SP1,2021-08-22,real sociedad,rayo vallecano,1,0,,,2021/22
transfermarkt,E0,2021-08-23,west ham,leicester,4,1,,,2021/22
transfermarkt,I1,2021-08-23,cagliari,spezia calcio,2,2,,,2021/22
transfermarkt,I1,2021-08-23,sampdoria,ac milan,0,1,,,2021/22
transfermarkt,P1,2021-08-23,boavista,santa clara,2,0,,,2021/22
transfermarkt,P1,2021-08-23,paços ferreira,estoril,1,3,,,2021/22
transfermarkt,SP1,2021-08-23,ca osasuna,celta de vigo,0,0,,,2021/22
transfermarkt,SP1,2021-08-23,getafe,sevilla fc,0,1,,,2021/22
transfermarkt,D1,2021-08-27,dortmund,hoffenheim,3,2,,,2021/22
transfermarkt,F1,2021-08-27,fc nantes,lyon,0,1,,,2021/22
transfermarkt,I1,2021-08-27,hellas verona,inter,1,3,,,2021/22
transfermarkt,I1,2021-08-27,udinese,venezia,3,0,,,2021/22
transfermarkt,N1,2021-08-27,fortuna sittard,rkc waalwijk,2,2,,,2021/22
transfermarkt,P1,2021-08-27,b sad,moreirense,1,1,,,2021/22
transfermarkt,P1,2021-08-27,estoril,marítimo,2,1,,,2021/22
transfermarkt,SP1,2021-08-27,rcd mallorca,espanyol,1,0,,,2021/22
transfermarkt,SP1,2021-08-27,valencia,alavés,3,0,,,2021/22
transfermarkt,D1,2021-08-28,1.fc köln,vfl bochum,2,1,,,2021/22
transfermarkt,D1,2021-08-28,arm. bielefeld,frankfurt,1,1,,,2021/22
transfermarkt,D1,2021-08-28,augsburg,leverkusen,1,4,,,2021/22
transfermarkt,D1,2021-08-28,bayern munich,hertha bsc,5,0,,,2021/22
transfermarkt,D1,2021-08-28,mainz,greuther fürth,3,0,,,2021/22
transfermarkt,D1,2021-08-28,stuttgart,freiburg,2,3,,,2021/22
transfermarkt,E0,2021-08-28,aston villa,brentford,1,1,,,2021/22
transfermarkt,E0,2021-08-28,brighton,everton,0,2,,,2021/22
transfermarkt,E0,2021-08-28,liverpool,chelsea,1,1,,,2021/22
transfermarkt,E0,2021-08-28,man city,arsenal,5,0,,,2021/22
transfermarkt,E0,2021-08-28,newcastle,southampton,2,2,,,2021/22
transfermarkt,E0,2021-08-28,norwich,leicester,1,2,,,2021/22
transfermarkt,E0,2021-08-28,west ham,crystal palace,2,2,,,2021/22
transfermarkt,E1,2021-08-28,barnsley,birmingham,1,1,,,2021/22
transfermarkt,E1,2021-08-28,cardiff,bristol city,1,2,,,2021/22
transfermarkt,E1,2021-08-28,derby,nott'm forest,1,1,,,2021/22
transfermarkt,E1,2021-08-28,fulham,stoke city,3,0,,,2021/22
transfermarkt,E1,2021-08-28,huddersfield,reading,4,0,,,2021/22
transfermarkt,E1,2021-08-28,hull city,bournemouth,0,0,,,2021/22
transfermarkt,E1,2021-08-28,luton,sheff utd,0,0,,,2021/22
transfermarkt,E1,2021-08-28,middlesbrough,blackburn,1,1,,,2021/22
transfermarkt,E1,2021-08-28,millwall,blackpool,2,1,,,2021/22
transfermarkt,E1,2021-08-28,peterborough,west brom,0,1,,,2021/22
transfermarkt,E1,2021-08-28,preston,swansea,3,1,,,2021/22
transfermarkt,E1,2021-08-28,qpr,coventry,2,0,,,2021/22
transfermarkt,F1,2021-08-28,marseille,saint-étienne,3,1,,,2021/22
transfermarkt,F1,2021-08-28,nice,g. bordeaux,4,0,,,2021/22
transfermarkt,I1,2021-08-28,atalanta,bologna,0,0,,,2021/22
transfermarkt,I1,2021-08-28,fiorentina,torino,2,1,,,2021/22
transfermarkt,I1,2021-08-28,juventus,fc empoli,0,1,,,2021/22
transfermarkt,I1,2021-08-28,lazio,spezia calcio,6,1,,,2021/22
transfermarkt,N1,2021-08-28,go ahead eagles,sparta r.,2,0,,,2021/22
transfermarkt,N1,2021-08-28,psv,fc groningen,5,2,,,2021/22
transfermarkt,N1,2021-08-28,sc cambuur,fc twente,2,0,,,2021/22
transfermarkt,N1,2021-08-28,willem ii,pec zwolle,1,0,,,2021/22
transfermarkt,P1,2021-08-28,famalicão,sporting,1,1,,,2021/22
transfermarkt,P1,2021-08-28,porto,arouca,3,0,,,2021/22
transfermarkt,P1,2021-08-28,vizela,boavista,1,1,,,2021/22
transfermarkt,SP1,2021-08-28,celta de vigo,athletic club,0,1,,,2021/22
transfermarkt,SP1,2021-08-28,elche cf,sevilla fc,1,1,,,2021/22
transfermarkt,SP1,2021-08-28,real betis,real madrid,0,1,,,2021/22
transfermarkt,SP1,2021-08-28,real sociedad,levante,1,0,,,2021/22
transfermarkt,D1,2021-08-29,union berlin,mönchengladbach,2,1,,,2021/22
transfermarkt,D1,2021-08-29,wolfsburg,leipzig,1,0,,,2021/22
transfermarkt,E0,2021-08-29,burnley,leeds,1,1,,,2021/22
transfermarkt,E0,2021-08-29,tottenham,watford,1,0,,,2021/22
transfermarkt,E0,2021-08-29,wolves,man utd,0,1,,,2021/22
transfermarkt,F1,2021-08-29,angers sco,stade rennais,2,0,,,2021/22
transfermarkt,F1,2021-08-29,clermont foot,fc metz,2,2,,,2021/22
transfermarkt,F1,2021-08-29,lens,fc lorient,2,2,,,2021/22
transfermarkt,F1,2021-08-29,lille,montpellier,2,1,,,2021/22
transfermarkt,F1,2021-08-29,r. strasbourg,stade brestois,3,1,,,2021/22
transfermarkt,F1,2021-08-29,stade reims,psg,0,2,,,2021/22
transfermarkt,F1,2021-08-29,troyes,monaco,1,2,,,2021/22
transfermarkt,I1,2021-08-29,ac milan,cagliari,4,1,,,2021/22
transfermarkt,I1,2021-08-29,genoa,napoli,1,2,,,2021/22
transfermarkt,I1,2021-08-29,salernitana,roma,0,4,,,2021/22
transfermarkt,I1,2021-08-29,sassuolo,sampdoria,0,0,,,2021/22
transfermarkt,N1,2021-08-29,ajax,vitesse,5,0,,,2021/22
transfermarkt,N1,2021-08-29,heerenveen,az alkmaar,1,3,,,2021/22
transfermarkt,N1,2021-08-29,heracles almelo,nec nijmegen,0,1,,,2021/22
transfermarkt,N1,2021-08-29,utrecht,feyenoord,3,1,,,2021/22
transfermarkt,P1,2021-08-29,benfica,tondela,2,1,,,2021/22
transfermarkt,P1,2021-08-29,braga,vit. guimarães,0,0,,,2021/22
transfermarkt,P1,2021-08-29,portimonense,paços ferreira,0,1,,,2021/22
transfermarkt,P1,2021-08-29,santa clara,gil vicente,1,0,,,2021/22
transfermarkt,SP1,2021-08-29,atlético,villarreal,2,2,,,2021/22
transfermarkt,SP1,2021-08-29,barcelona,getafe,2,1,,,2021/22
transfermarkt,SP1,2021-08-29,cádiz cf,ca osasuna,2,3,,,2021/22
transfermarkt,SP1,2021-08-29,rayo vallecano,granada cf,4,0,,,2021/22
transfermarkt,E1,2021-09-10,birmingham,derby,2,0,,,2021/22
transfermarkt,F1,2021-09-10,fc lorient,lille,2,1,,,2021/22
transfermarkt,D1,2021-09-11,freiburg,1.fc köln,1,1,,,2021/22
transfermarkt,D1,2021-09-11,greuther fürth,wolfsburg,0,2,,,2021/22
transfermarkt,D1,2021-09-11,hoffenheim,mainz,0,2,,,2021/22
transfermarkt,D1,2021-09-11,leipzig,bayern munich,1,4,,,2021/22
transfermarkt,D1,2021-09-11,leverkusen,dortmund,3,4,,,2021/22
transfermarkt,D1,2021-09-11,union berlin,augsburg,0,0,,,2021/22
transfermarkt,E0,2021-09-11,arsenal,norwich,1,0,,,2021/22
transfermarkt,E0,2021-09-11,brentford,brighton,0,1,,,2021/22
transfermarkt,E0,2021-09-11,chelsea,aston villa,3,0,,,2021/22
transfermarkt,E0,2021-09-11,crystal palace,tottenham,3,0,,,2021/22
transfermarkt,E0,2021-09-11,leicester,man city,0,1,,,2021/22
transfermarkt,E0,2021-09-11,man utd,newcastle,4,1,,,2021/22
transfermarkt,E0,2021-09-11,southampton,west ham,0,0,,,2021/22
transfermarkt,E0,2021-09-11,watford,wolves,0,2,,,2021/22
transfermarkt,E1,2021-09-11,blackburn,luton,2,2,,,2021/22
transfermarkt,E1,2021-09-11,blackpool,fulham,1,0,,,2021/22
transfermarkt,E1,2021-09-11,bournemouth,barnsley,3,0,,,2021/22
transfermarkt,E1,2021-09-11,bristol city,preston,0,0,,,2021/22
transfermarkt,E1,2021-09-11,coventry,middlesbrough,2,0,,,2021/22
transfermarkt,E1,2021-09-11,reading,qpr,3,3,,,2021/22
transfermarkt,E1,2021-09-11,sheff utd,peterborough,6,2,,,2021/22
transfermarkt,E1,2021-09-11,stoke city,huddersfield,2,1,,,2021/22
transfermarkt,E1,2021-09-11,swansea,hull city,0,0,,,2021/22
transfermarkt,E1,2021-09-11,west brom,millwall,1,1,,,2021/22
transfermarkt,F1,2021-09-11,monaco,marseille,0,2,,,2021/22
transfermarkt,F1,2021-09-11,psg,clermont foot,4,0,,,2021/22
transfermarkt,I1,2021-09-11,atalanta,fiorentina,1,2,,,2021/22
transfermarkt,I1,2021-09-11,fc empoli,venezia,1,2,,,2021/22
transfermarkt,I1,2021-09-11,napoli,juventus,2,1,,,2021/22
transfermarkt,N1,2021-09-11,az alkmaar,psv,0,3,,,2021/22
transfermarkt,N1,2021-09-11,fc twente,utrecht,1,0,,,2021/22
transfermarkt,N1,2021-09-11,pec zwolle,ajax,0,2,,,2021/22
transfermarkt,N1,2021-09-11,sc cambuur,go ahead eagles,5,2,,,2021/22
transfermarkt,P1,2021-09-11,paços ferreira,braga,0,0,,,2021/22
transfermarkt,P1,2021-09-11,santa clara,benfica,0,5,,,2021/22
transfermarkt,P1,2021-09-11,sporting,porto,1,1,,,2021/22
transfermarkt,SP1,2021-09-11,athletic club,rcd mallorca,2,0,,,2021/22
transfermarkt,SP1,2021-09-11,levante,rayo vallecano,1,1,,,2021/22
transfermarkt,D1,2021-09-12,frankfurt,stuttgart,1,1,,,2021/22
transfermarkt,D1,2021-09-12,mönchengladbach,arm. bielefeld,3,1,,,2021/22
transfermarkt,D1,2021-09-12,vfl bochum,hertha bsc,1,3,,,2021/22
transfermarkt,E0,2021-09-12,leeds,liverpool,0,3,,,2021/22
transfermarkt,E1,2021-09-12,nott'm forest,cardiff,1,2,,,2021/22
transfermarkt,F1,2021-09-12,fc metz,troyes,0,2,,,2021/22
transfermarkt,F1,2021-09-12,fc nantes,nice,0,2,,,2021/22
transfermarkt,F1,2021-09-12,g. bordeaux,lens,2,3,,,2021/22
transfermarkt,F1,2021-09-12,lyon,r. strasbourg,3,1,,,2021/22
transfermarkt,F1,2021-09-12,montpellier,saint-étienne,2,0,,,2021/22
transfermarkt,F1,2021-09-12,stade brestois,angers sco,1,1,,,2021/22
transfermarkt,F1,2021-09-12,stade rennais,stade reims,0,2,,,2021/22
transfermarkt,I1,2021-09-12,ac milan,lazio,2,0,,,2021/22
transfermarkt,I1,2021-09-12,cagliari,genoa,2,3,,,2021/22
transfermarkt,I1,2021-09-12,roma,sassuolo,2,1,,,2021/22
transfermarkt,I1,2021-09-12,sampdoria,inter,2,2,,,2021/22
transfermarkt,I1,2021-09-12,spezia calcio,udinese,0,1,,,2021/22
transfermarkt,I1,2021-09-12,torino,salernitana,4,0,,,2021/22
transfermarkt,N1,2021-09-12,fc groningen,heerenveen,1,1,,,2021/22
transfermarkt,N1,2021-09-12,nec nijmegen,willem ii,0,0,,,2021/22
transfermarkt,N1,2021-09-12,rkc waalwijk,vitesse,1,2,,,2021/22
transfermarkt,N1,2021-09-12,sparta r.,fortuna sittard,3,1,,,2021/22
transfermarkt,P1,2021-09-12,boavista,portimonense,1,1,,,2021/22
transfermarkt,P1,2021-09-12,gil vicente,vizela,2,2,,,2021/22
transfermarkt,P1,2021-09-12,moreirense,famalicão,2,2,,,2021/22
transfermarkt,P1,2021-09-12,vit. guimarães,b sad,0,0,,,2021/22
transfermarkt,SP1,2021-09-12,ca osasuna,valencia,1,4,,,2021/22
transfermarkt,SP1,2021-09-12,cádiz cf,real sociedad,0,2,,,2021/22
transfermarkt,SP1,2021-09-12,espanyol,atlético,1,2,,,2021/22
transfermarkt,SP1,2021-09-12,real madrid,celta de vigo,5,2,,,2021/22
transfermarkt,E0,2021-09-13,everton,burnley,3,1,,,2021/22
transfermarkt,I1,2021-09-13,bologna,hellas verona,1,0,,,2021/22
transfermarkt,P1,2021-09-13,marítimo,arouca,2,2,,,2021/22
transfermarkt,P1,2021-09-13,tondela,estoril,1,2,,,2021/22
transfermarkt,SP1,2021-09-13,getafe,elche cf,0,1,,,2021/22
transfermarkt,SP1,2021-09-13,granada cf,real betis,1,2,,,2021/22
transfermarkt,E1,2021-09-14,blackburn,hull city,2,0,,,2021/22
transfermarkt,E1,2021-09-14,blackpool,huddersfield,0,3,,,2021/22
transfermarkt,E1,2021-09-14,bournemouth,qpr,2,1,,,2021/22
transfermarkt,E1,2021-09-14,reading,peterborough,3,1,,,2021/22
transfermarkt,E1,2021-09-14,sheff utd,preston,2,2,,,2021/22
transfermarkt,E1,2021-09-14,west brom,derby,0,0,,,2021/22
transfermarkt,E1,2021-09-15,birmingham,fulham,1,4,,,2021/22
transfermarkt,E1,2021-09-15,bristol city,luton,1,1,,,2021/22
transfermarkt,E1,2021-09-15,coventry,cardiff,1,0,,,2021/22
transfermarkt,E1,2021-09-15,nott'm forest,middlesbrough,0,2,,,2021/22
transfermarkt,E1,2021-09-15,stoke city,barnsley,1,1,,,2021/22
transfermarkt,E1,2021-09-15,swansea,millwall,0,0,,,2021/22
transfermarkt,D1,2021-09-17,hertha bsc,greuther fürth,2,1,,,2021/22
transfermarkt,E0,2021-09-17,newcastle,leeds,1,1,,,2021/22
transfermarkt,F1,2021-09-17,r. strasbourg,fc metz,3,0,,,2021/22
transfermarkt,I1,2021-09-17,sassuolo,torino,0,1,,,2021/22
transfermarkt,N1,2021-09-17,sparta r.,nec nijmegen,1,1,,,2021/22
transfermarkt,P1,2021-09-17,portimonense,santa clara,2,1,,,2021/22
transfermarkt,SP1,2021-09-17,celta de vigo,cádiz cf,1,2,,,2021/22
transfermarkt,D1,2021-09-18,1.fc köln,leipzig,1,1,,,2021/22
